nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,code_sondage,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
1,3,1,1706,2,3,Transformation Digitale,Y,Occasionnel,8,8
1,1,1,1707,9,3,Transformation Digitale,Y,Occasionnel,0,4
0,3,1,1708,6,3,Marketing,Y,Occasionnel,8,7
1,2,1,1709,9,4,Transformation Digitale,Y,Occasionnel,1,2
0,2,1,1710,2,4,Infra & Cloud,Y,Occasionnel,6,7
1,3,1,1712,1,1,Infra & Cloud,Y,Aucun,14,4
1,2,1,1714,22,1,Ressources Humaines,Y,Occasionnel,0,0
0,3,1,1716,9,3,Infra & Cloud,Y,Frequent,14,10
3,3,1,1718,17,4,Transformation Digitale,Y,Occasionnel,0,2
0,2,1,1719,28,2,Entrepreunariat,Y,Occasionnel,8,6
1,3,1,1720,10,3,Infra & Cloud,Y,Frequent,1,3
1,2,1,1721,2,4,Infra & Cloud,Y,Occasionnel,0,3
1,4,1,1722,4,3,Ressources Humaines,Y,Aucun,1,2
1,3,1,1724,8,2,Infra & Cloud,Y,Occasionnel,0,0
3,2,1,1725,29,1,Transformation Digitale,Y,Occasionnel,1,2
0,3,1,1727,13,4,Infra & Cloud,Y,Occasionnel,0,9
1,3,1,1728,27,4,Infra & Cloud,Y,Occasionnel,0,7
1,2,1,1729,16,1,Infra & Cloud,Y,Occasionnel,0,8
1,3,1,1731,2,4,Marketing,Y,Aucun,0,0
1,5,1,1732,2,3,Infra & Cloud,Y,Occasionnel,0,3
3,3,1,1733,13,5,Marketing,Y,Occasionnel,2,2
0,2,1,1734,1,2,Infra & Cloud,Y,Occasionnel,0,0
0,3,1,1735,4,1,Transformation Digitale,Y,Occasionnel,1,2
0,3,1,1736,24,1,Entrepreunariat,Y,Frequent,1,4
1,2,1,1737,1,3,Infra & Cloud,Y,Aucun,5,8
1,2,1,1739,19,3,Infra & Cloud,Y,Occasionnel,0,2
0,3,1,1740,7,4,Transformation Digitale,Y,Occasionnel,12,8
2,2,1,1744,4,3,Infra & Cloud,Y,Occasionnel,0,3
0,2,1,1745,2,4,Entrepreunariat,Y,Frequent,0,7
1,2,1,1746,10,3,Transformation Digitale,Y,Frequent,2,1
1,0,1,1747,8,3,Ressources Humaines,Y,Frequent,1,2
1,3,1,1749,5,3,Entrepreunariat,Y,Occasionnel,0,2
0,5,1,1751,8,3,Transformation Digitale,Y,Occasionnel,1,4
0,3,1,1752,9,3,Marketing,Y,Occasionnel,2,2
0,5,1,1753,1,3,Infra & Cloud,Y,Frequent,0,2
1,2,1,1754,15,2,Marketing,Y,Occasionnel,1,7
3,3,1,1755,2,4,Transformation Digitale,Y,Occasionnel,1,2
0,2,1,1756,2,3,Marketing,Y,Aucun,1,7
0,1,1,1757,11,4,Marketing,Y,Occasionnel,0,4
0,2,1,1758,16,3,Infra & Cloud,Y,Occasionnel,0,0
1,4,1,1760,2,2,Transformation Digitale,Y,Frequent,0,5
3,2,1,1761,16,4,Marketing,Y,Occasionnel,0,0
1,2,1,1762,4,3,Entrepreunariat,Y,Occasionnel,0,0
1,3,1,1763,16,3,Infra & Cloud,Y,Occasionnel,1,7
0,3,1,1764,5,4,Entrepreunariat,Y,Aucun,0,7
1,2,1,1766,18,3,Transformation Digitale,Y,Occasionnel,1,0
1,4,1,1767,17,3,Entrepreunariat,Y,Frequent,0,0
3,6,1,1768,12,3,Transformation Digitale,Y,Occasionnel,0,4
3,2,1,1770,2,3,Transformation Digitale,Y,Occasionnel,0,0
2,2,1,1771,4,3,Entrepreunariat,Y,Aucun,1,7
2,2,1,1772,9,4,Infra & Cloud,Y,Occasionnel,0,4
1,3,1,1774,10,3,Infra & Cloud,Y,Aucun,0,7
3,2,1,1775,1,4,Transformation Digitale,Y,Aucun,0,2
0,5,1,1778,2,3,Infra & Cloud,Y,Occasionnel,1,8
0,3,1,1779,3,2,Infra & Cloud,Y,Occasionnel,2,2
0,3,1,1780,7,1,Marketing,Y,Occasionnel,1,0
1,3,1,1782,6,2,Autre,Y,Occasionnel,0,4
0,6,1,1783,8,1,Transformation Digitale,Y,Occasionnel,0,0
2,3,1,1784,29,4,Marketing,Y,Occasionnel,5,7
0,2,1,1786,3,3,Entrepreunariat,Y,Occasionnel,2,2
2,2,1,1787,9,2,Marketing,Y,Occasionnel,0,3
1,3,1,1789,2,4,Transformation Digitale,Y,Occasionnel,2,2
1,1,1,1790,10,3,Infra & Cloud,Y,Occasionnel,5,7
3,2,1,1792,1,2,Transformation Digitale,Y,Frequent,2,3
0,4,1,1794,8,2,Autre,Y,Occasionnel,4,7
0,2,1,1797,27,3,Infra & Cloud,Y,Occasionnel,7,7
1,1,1,1798,8,4,Infra & Cloud,Y,Occasionnel,7,6
1,6,1,1799,1,3,Infra & Cloud,Y,Occasionnel,0,3
0,3,1,1800,10,1,Transformation Digitale,Y,Occasionnel,2,2
0,3,1,1801,26,2,Infra & Cloud,Y,Aucun,2,2
1,5,1,1802,2,2,Infra & Cloud,Y,Occasionnel,0,2
2,2,1,1803,13,3,Transformation Digitale,Y,Occasionnel,0,0
1,6,1,1804,2,2,Transformation Digitale,Y,Aucun,1,7
3,3,1,1805,2,3,Ressources Humaines,Y,Aucun,3,8
1,3,1,1807,9,4,Infra & Cloud,Y,Frequent,0,7
0,4,1,1809,10,4,Transformation Digitale,Y,Occasionnel,0,8
1,6,1,1812,20,3,Infra & Cloud,Y,Frequent,2,2
0,2,1,1813,9,3,Infra & Cloud,Y,Aucun,1,2
0,3,1,1814,5,3,Infra & Cloud,Y,Occasionnel,1,2
1,3,1,1815,4,1,Marketing,Y,Occasionnel,13,5
0,3,1,1816,10,3,Transformation Digitale,Y,Occasionnel,0,2
0,3,1,1818,20,2,Transformation Digitale,Y,Occasionnel,1,4
1,2,1,1821,21,2,Transformation Digitale,Y,Occasionnel,3,7
1,3,1,1822,1,3,Infra & Cloud,Y,Occasionnel,0,3
2,5,1,1823,8,2,Entrepreunariat,Y,Occasionnel,4,8
1,0,1,1824,2,3,Transformation Digitale,Y,Aucun,14,14
1,2,1,1826,23,4,Transformation Digitale,Y,Occasionnel,0,3
1,4,1,1827,4,3,Infra & Cloud,Y,Occasionnel,14,10
1,3,1,1829,12,3,Infra & Cloud,Y,Occasionnel,7,7
1,2,1,1830,7,4,Transformation Digitale,Y,Occasionnel,1,7
2,3,1,1833,7,4,Marketing,Y,Frequent,2,2
1,3,1,1834,1,3,Transformation Digitale,Y,Occasionnel,1,2
2,4,1,1835,2,4,Marketing,Y,Occasionnel,0,3
0,4,1,1836,10,3,Transformation Digitale,Y,Occasionnel,1,2
0,3,1,1837,15,4,Infra & Cloud,Y,Frequent,2,2
0,4,1,1839,14,3,Transformation Digitale,Y,Aucun,0,0
0,4,1,1842,18,5,Ressources Humaines,Y,Occasionnel,0,0
3,3,1,1844,13,3,Ressources Humaines,Y,Occasionnel,2,0
2,3,1,1845,2,4,Infra & Cloud,Y,Aucun,5,7
1,2,1,1847,2,4,Autre,Y,Occasionnel,0,0
1,5,1,1849,2,4,Infra & Cloud,Y,Frequent,7,7
0,3,1,1850,5,2,Infra & Cloud,Y,Frequent,0,2
0,3,1,1852,20,1,Transformation Digitale,Y,Frequent,3,10
0,2,1,1853,10,4,Marketing,Y,Frequent,0,0
2,1,1,1854,10,4,Entrepreunariat,Y,Aucun,3,3
0,2,1,1856,9,4,Infra & Cloud,Y,Occasionnel,2,0
1,4,1,1857,2,2,Infra & Cloud,Y,Occasionnel,4,7
1,2,1,1858,1,2,Infra & Cloud,Y,Aucun,2,2
2,3,1,1859,29,1,Infra & Cloud,Y,Occasionnel,1,6
0,3,1,1860,8,3,Infra & Cloud,Y,Occasionnel,0,0
0,3,1,1862,2,4,Marketing,Y,Occasionnel,2,2
1,5,1,1863,3,3,Entrepreunariat,Y,Occasionnel,2,8
1,5,1,1864,23,1,Transformation Digitale,Y,Occasionnel,5,8
0,3,1,1865,6,1,Transformation Digitale,Y,Occasionnel,0,0
0,2,1,1866,6,3,Transformation Digitale,Y,Occasionnel,6,14
0,3,1,1867,10,3,Infra & Cloud,Y,Occasionnel,12,9
0,3,1,1868,24,2,Infra & Cloud,Y,Frequent,1,0
3,2,1,1869,10,3,Infra & Cloud,Y,Occasionnel,0,7
1,2,1,1870,15,3,Infra & Cloud,Y,Frequent,7,3
3,2,1,1871,19,4,Autre,Y,Occasionnel,2,2
1,2,1,1873,2,4,Entrepreunariat,Y,Occasionnel,0,4
1,3,1,1875,3,3,Transformation Digitale,Y,Occasionnel,0,0
0,3,1,1876,9,3,Transformation Digitale,Y,Occasionnel,0,0
0,2,1,1878,7,1,Infra & Cloud,Y,Occasionnel,0,0
1,4,1,1880,10,4,Entrepreunariat,Y,Occasionnel,1,7
1,2,1,1881,20,3,Infra & Cloud,Y,Occasionnel,0,2
3,3,1,1882,4,3,Infra & Cloud,Y,Occasionnel,1,0
0,2,1,1883,7,3,Infra & Cloud,Y,Occasionnel,1,2
1,2,1,1885,7,4,Transformation Digitale,Y,Occasionnel,0,4
0,2,1,1886,16,2,Autre,Y,Occasionnel,0,2
2,2,1,1888,25,2,Infra & Cloud,Y,Occasionnel,3,8
0,2,1,1890,2,1,Ressources Humaines,Y,Frequent,0,8
1,3,1,1892,1,4,Infra & Cloud,Y,Occasionnel,11,16
1,3,1,1893,1,2,Infra & Cloud,Y,Occasionnel,1,0
0,5,1,1898,2,2,Transformation Digitale,Y,Occasionnel,0,7
1,3,1,1900,22,3,Transformation Digitale,Y,Frequent,4,7
1,5,1,1903,1,4,Infra & Cloud,Y,Occasionnel,2,2
1,2,1,1905,16,4,Entrepreunariat,Y,Aucun,3,0
0,3,1,1907,24,2,Infra & Cloud,Y,Occasionnel,1,0
2,1,1,1908,17,2,Marketing,Y,Occasionnel,1,3
1,3,1,1909,8,3,Marketing,Y,Occasionnel,1,4
1,3,1,1911,6,3,Transformation Digitale,Y,Occasionnel,5,7
1,2,1,1912,10,2,Transformation Digitale,Y,Occasionnel,1,4
0,3,1,1915,3,1,Transformation Digitale,Y,Occasionnel,0,1
1,0,1,1916,4,3,Transformation Digitale,Y,Occasionnel,2,2
1,3,1,1918,6,3,Autre,Y,Frequent,7,7
0,3,1,1922,1,4,Transformation Digitale,Y,Frequent,0,3
0,2,1,1924,10,4,Marketing,Y,Occasionnel,0,9
1,2,1,1927,1,2,Infra & Cloud,Y,Frequent,0,7
0,3,1,1928,24,3,Entrepreunariat,Y,Frequent,0,0
1,1,1,1929,21,4,Infra & Cloud,Y,Aucun,1,2
1,3,1,1931,2,4,Entrepreunariat,Y,Occasionnel,1,2
0,3,1,1932,22,4,Autre,Y,Frequent,6,11
0,0,1,1933,13,2,Marketing,Y,Occasionnel,2,2
1,4,1,1934,14,4,Entrepreunariat,Y,Aucun,1,7
1,3,1,1935,11,5,Marketing,Y,Occasionnel,0,0
1,3,1,1936,9,2,Transformation Digitale,Y,Occasionnel,7,9
1,3,1,1937,8,3,Transformation Digitale,Y,Frequent,0,7
1,2,1,1938,21,3,Infra & Cloud,Y,Occasionnel,0,0
0,2,1,1939,5,2,Infra & Cloud,Y,Frequent,0,3
2,0,1,1940,9,2,Infra & Cloud,Y,Occasionnel,0,3
0,3,1,1941,2,1,Infra & Cloud,Y,Frequent,4,3
2,4,1,1943,12,4,Marketing,Y,Occasionnel,0,0
0,2,1,1944,22,3,Ressources Humaines,Y,Frequent,0,0
1,2,1,1945,18,4,Transformation Digitale,Y,Occasionnel,0,4
0,3,1,1947,16,3,Transformation Digitale,Y,Aucun,1,4
1,3,1,1948,3,2,Transformation Digitale,Y,Aucun,2,3
0,3,1,1949,9,4,Infra & Cloud,Y,Aucun,0,2
0,3,1,1950,1,3,Marketing,Y,Occasionnel,2,1
1,2,1,1951,13,4,Transformation Digitale,Y,Occasionnel,1,1
0,6,1,1952,1,3,Transformation Digitale,Y,Occasionnel,7,6
1,5,1,1954,1,3,Infra & Cloud,Y,Occasionnel,0,2
1,6,1,1955,15,4,Transformation Digitale,Y,Aucun,1,2
0,6,1,1956,1,3,Infra & Cloud,Y,Frequent,8,7
1,2,1,1960,17,3,Entrepreunariat,Y,Occasionnel,0,3
0,3,1,1961,1,3,Infra & Cloud,Y,Occasionnel,0,0
0,2,1,1962,7,4,Infra & Cloud,Y,Occasionnel,0,9
0,5,1,1965,9,3,Marketing,Y,Occasionnel,0,7
0,1,1,1966,5,4,Infra & Cloud,Y,Occasionnel,0,0
0,4,1,1967,26,4,Marketing,Y,Frequent,0,8
0,2,1,1968,24,4,Infra & Cloud,Y,Occasionnel,2,2
2,6,1,1969,9,2,Infra & Cloud,Y,Occasionnel,2,3
3,2,1,1970,7,2,Infra & Cloud,Y,Frequent,2,8
1,1,1,1971,11,3,Infra & Cloud,Y,Occasionnel,0,9
1,2,1,1972,1,4,Autre,Y,Frequent,1,2
1,0,1,1973,26,4,Ressources Humaines,Y,Occasionnel,1,4
3,4,1,1974,2,1,Transformation Digitale,Y,Occasionnel,0,0
0,3,1,1975,15,4,Marketing,Y,Occasionnel,11,10
0,2,1,1976,23,2,Infra & Cloud,Y,Aucun,3,7
1,2,1,1979,10,3,Transformation Digitale,Y,Aucun,4,8
0,3,1,1980,10,3,Transformation Digitale,Y,Occasionnel,1,4
0,2,1,1981,1,2,Infra & Cloud,Y,Occasionnel,1,2
0,6,1,1982,12,2,Autre,Y,Occasionnel,1,4
1,2,1,1985,11,3,Entrepreunariat,Y,Frequent,9,4
1,4,1,1986,2,2,Marketing,Y,Occasionnel,5,10
0,3,1,1987,2,3,Ressources Humaines,Y,Occasionnel,1,2
0,6,1,1989,1,2,Transformation Digitale,Y,Occasionnel,1,7
1,2,1,1992,2,1,Autre,Y,Occasionnel,0,2
0,3,1,1993,25,3,Transformation Digitale,Y,Occasionnel,12,11
3,2,1,1994,1,2,Transformation Digitale,Y,Aucun,0,0
2,3,1,1995,1,4,Infra & Cloud,Y,Occasionnel,5,8
1,1,1,1996,2,2,Infra & Cloud,Y,Occasionnel,1,2
1,1,1,1997,6,4,Infra & Cloud,Y,Frequent,7,7
1,3,1,1998,18,4,Infra & Cloud,Y,Occasionnel,1,2
1,3,1,1999,1,3,Infra & Cloud,Y,Occasionnel,1,0
2,3,1,2000,1,1,Transformation Digitale,Y,Aucun,5,12
1,3,1,2003,11,4,Transformation Digitale,Y,Occasionnel,2,2
0,2,1,2007,1,2,Infra & Cloud,Y,Occasionnel,1,2
0,5,1,2008,9,4,Transformation Digitale,Y,Occasionnel,0,8
1,6,1,2009,15,2,Transformation Digitale,Y,Occasionnel,8,1
0,3,1,2010,29,4,Infra & Cloud,Y,Occasionnel,4,1
2,3,1,2012,1,4,Infra & Cloud,Y,Occasionnel,0,0
1,2,1,2013,1,4,Transformation Digitale,Y,Occasionnel,2,2
0,2,1,2014,24,1,Infra & Cloud,Y,Occasionnel,1,7
1,3,1,2015,10,3,Transformation Digitale,Y,Occasionnel,1,11
2,3,1,2016,1,4,Marketing,Y,Occasionnel,5,7
1,2,1,2017,10,3,Infra & Cloud,Y,Occasionnel,6,8
1,3,1,2018,8,2,Autre,Y,Occasionnel,0,4
2,3,1,2019,29,4,Infra & Cloud,Y,Aucun,0,0
0,2,1,2020,1,3,Transformation Digitale,Y,Occasionnel,1,2
0,6,1,2021,5,1,Transformation Digitale,Y,Occasionnel,1,2
0,3,1,2022,9,3,Infra & Cloud,Y,Aucun,1,3
1,3,1,2023,9,3,Marketing,Y,Frequent,1,0
2,2,1,2024,3,3,Transformation Digitale,Y,Occasionnel,3,4
3,3,1,2025,4,2,Infra & Cloud,Y,Frequent,0,2
1,2,1,2026,1,4,Infra & Cloud,Y,Aucun,1,9
3,3,1,2027,1,4,Transformation Digitale,Y,Occasionnel,2,2
0,2,1,2031,2,3,Infra & Cloud,Y,Occasionnel,4,14
1,4,1,2032,7,2,Entrepreunariat,Y,Occasionnel,9,8
1,3,1,2034,28,4,Infra & Cloud,Y,Occasionnel,0,10
2,2,1,2035,28,3,Marketing,Y,Occasionnel,1,7
1,4,1,2036,15,4,Marketing,Y,Aucun,11,11
1,5,1,2037,3,3,Infra & Cloud,Y,Occasionnel,0,4
0,4,1,2038,2,3,Entrepreunariat,Y,Occasionnel,1,2
0,2,1,2040,26,4,Infra & Cloud,Y,Occasionnel,1,7
1,1,1,2041,10,2,Infra & Cloud,Y,Occasionnel,1,9
2,3,1,2044,1,4,Infra & Cloud,Y,Frequent,0,1
1,2,1,2045,11,4,Marketing,Y,Occasionnel,0,0
0,3,1,2046,20,3,Infra & Cloud,Y,Occasionnel,0,1
0,2,1,2048,2,4,Infra & Cloud,Y,Occasionnel,2,2
2,2,1,2049,18,4,Infra & Cloud,Y,Frequent,0,2
3,2,1,2051,2,4,Transformation Digitale,Y,Occasionnel,0,2
1,5,1,2052,1,4,Infra & Cloud,Y,Occasionnel,1,1
1,2,1,2053,13,2,Autre,Y,Occasionnel,0,3
0,3,1,2054,28,4,Transformation Digitale,Y,Occasionnel,0,4
1,3,1,2055,28,3,Marketing,Y,Occasionnel,2,0
1,2,1,2056,24,1,Marketing,Y,Occasionnel,9,6
0,2,1,2057,5,3,Transformation Digitale,Y,Aucun,1,7
0,2,1,2060,5,3,Autre,Y,Occasionnel,0,0
1,3,1,2061,23,2,Transformation Digitale,Y,Frequent,0,3
1,5,1,2062,6,1,Transformation Digitale,Y,Occasionnel,1,7
1,0,1,2064,4,3,Infra & Cloud,Y,Occasionnel,0,3
0,3,1,2065,2,3,Transformation Digitale,Y,Frequent,0,8
0,3,1,2068,8,3,Transformation Digitale,Y,Occasionnel,1,2
